timestamp,scenario_id,label,level_real,flow_in_real,flow_out_real,pressure_real,pump_current,valve_position,pump_state,controller_setpoint,auth_ok,hash,replay_flag,bounds_issue,inconsistency_issue
0.0,normal_001,0,2.0,0.0,7.833468324373416,20.381514928204012,0.9765846625276664,50.0,0,1.0,1,2fdd3260ce59b1665fda7a8b816cb57c49a3664ea99b9305218e5e56d9d7ca9e,0,,
0.1,normal_001,0,1.994526538477835,0.007896064077536957,1.5698831499823471,19.3545369849768,1.0542560043585965,50.0,0,1.0,1,d18da9670e5519e29de23062016944f79dc67085b18192df49df99671bb40593,0,,
0.2,normal_001,0,1.9891040926274635,0.0,1.5660290572271525,18.60193230201142,0.8275082167486967,50.0,0,1.0,1,3b95f8cff877c64d70def86fa1864f4878e2ec1a8720d1308a15c46680262675,0,,
0.30000000000000004,normal_001,0,1.9849882092331281,0.0,1.5651637516880834,19.073882701434922,0.8587696298664709,50.0,0,1.0,1,90ca41fe3ca05e14409423d2076bc6a024bbae898902572f3fa4f8da53bcd2dd,0,,
0.4,normal_001,0,2.0,0.0,1.5627034248267848,18.784867029410577,0.9455617275474817,50.0,0,1.0,1,0d6b4ad5a2cedd6911f21acbd4c9be027fb20e78fe8c0d12fdacb90fea4fb869,0,,
0.5,normal_001,0,1.985473300750623,0.0,1.563017542295171,19.166292229353672,0.9708306250206723,50.0,0,1.0,1,848d236bd83c53b0f1ba5391de5d7ad61768a82656ee8abecac859254182b0ac,0,,
0.6,normal_001,0,1.9752271840907807,0.00926139092254469,1.5598448341011153,18.907150630112312,1.082254491210319,50.0,0,1.0,1,f7cc8a487bb2177832634e05b27dd4e3cce78ffff64d716b346160e5f2969d4c,0,,
0.7,normal_001,0,1.9659184425376308,0.0010443179750237771,1.548887237247437,18.7413316589071,1.0196861235869124,50.0,0,1.0,1,444e54005a92afd0a8b33c48b8d922a10b41278f894b4e79a33c45664dd708c9,0,,
0.7999999999999999,normal_001,0,1.9823966271270372,0.0008568414059498525,1.5568806137169957,19.22431549282404,0.8521478009632573,50.0,0,1.0,1,4a4df6ae2be03f13dca4b2ad5a173de34be713235743cfdbdb9d0296ae2a8264,0,,
0.8999999999999999,normal_001,0,1.964701054999115,0.0,1.5615177331416048,19.51614321116907,0.8236959844637266,50.0,0,1.0,1,39521b2c3928875e9d3596e85dd9c2cd2c21316b53ac6bf132abdc0f8c78ea17,0,,
0.9999999999999999,normal_001,0,1.972030325999988,0.0,1.551620778509425,19.61966300508269,1.103099952249595,50.0,0,1.0,1,e3551f35061218769c2f042c6e9cfb45e8aa9631e5cc8e69d360113baa1e32ea,0,,
1.0999999999999999,normal_001,0,1.974994730187943,0.0,1.5522325927504121,19.4489714391602,1.097554512712236,50.0,0,1.0,1,d79515652dd96c098f44963b8357c70159b29d3bf3312f332206cd3080b3b50c,0,,
1.2,normal_001,0,1.9577850827775958,0.0,1.5470202454960178,18.6547753427405,1.08125258223942,50.0,0,1.0,1,6b6fd9be217c4842b507e38bb079fbade52c0352b9bf3ae41f55716f2a1546dc,0,,
